id,name
68159550,白兔兽的刚冻爪
68159551,赤甲兽的重壳
68159552,赤甲兽的刚爪
68159553,赤甲兽的大蛇腹甲
68159554,黑蚀龙的厚鳞
68159555,黑蚀龙的重壳
68159556,黑蚀龙的刚惨爪
68159557,黑蚀龙的暗黑翼
68159558,黑蚀龙的刚触角
68159559,黑蚀龙的天鳞
68159560,天廻龙的厚鳞
68159561,天廻龙的重壳
68159562,天廻龙的刚净爪
68159563,天廻龙的光虹翼
68159564,天廻龙的韧尾
68159565,天廻龙的刚角
68159566,天廻龙的天鳞
68159567,千刃龙的斩刃鳞
68159568,千刃龙的破刃
68159569,千刃龙的闪裂爪
68159570,千刃龙的斩翼爪
68159571,千刃龙的绝枪尾
68159572,千刃龙的断刀角
68159573,千刃龙的镜玉
68159574,电龙的厚鳞
68159575,电龙的重棘壳
68159576,电龙的超电膜
68159577,超高压电甲
68159578,电龙的钳刃尾
68159579,电龙的重冠甲
68159580,电龙的刚翼爪
68159581,电龙的天鳞
68159582,泡狐龙的厚鳞
68159583,泡狐龙的紫刚毛
68159584,泡狐龙的刚爪
68159585,泡狐龙的特等锦鳍
68159586,泡狐龙的紫韧尾
68159587,浓厚起泡滑液
68159588,泡狐龙的天鳞
68159589,焰狐龙的厚鳞
68159590,焰狐龙的白刚毛
68159591,焰狐龙的刚爪
68159592,焰狐龙的特等锦鳍
68159593,焰狐龙的白韧尾
68159594,纯白滑液
68159595,焰狐龙的天鳞
68159596,赫摇的厚龙鳞
68159597,奇绝的赫煌壳
68159598,天彗龙的刚爪
68159599,天彗龙的旋尾
68159600,赫赫的击枪翼
68159601,天彗龙的大背尖甲
68159602,招来赫星的龙神玉
68159603,炼狱滚沸的赫耀液
68159604,怨虎龙的厚鳞
68159605,怨虎龙的重壳
68159606,怨虎龙的霸臂刃
68159607,怨虎龙的狱刀壳
68159608,怨虎龙的狱盔角
68159609,怨虎龙的韧枪刃尾
68159610,怨虎龙的魂魄结晶
68159611,怨虎龙的祸玉
68159612,积怨的祸鳞
68159613,怨虎龙的铠重壳
68159614,愤怨迸发的业臂刃
68159615,嗟怨呻吟的铠刀壳
68159616,怨恨缠绕的独盔角
68159617,怨虎龙的豪枪刃尾
68159618,怨虎龙的阎结晶
68159619,怨虎龙的宿愿瞳
68159620,天狗兽的豪刚毛
68159621,天狗兽的刚爪
68159622,天狗兽的豪臂羽
68159623,天狗兽的重冠帽
68159624,天狗兽的重尾甲
68159625,绯天狗兽的豪刚毛
68159626,绯天狗兽的刚爪
68159627,绯天狗兽的豪臂羽
68159628,绯天狗兽的重冠帽
68159629,绯天狗兽的重尾甲
68159630,伞鸟的厚鳞
68159631,伞鸟的华羽冠
68159632,伞鸟的特等羽鳞
68159633,伞鸟的红喙
68159634,河童蛙的厚皮
68159635,河童蛙的苔重甲
68159636,河童蛙的特等碟
68159637,河童蛙的刚嘴
68159638,灵魂摇曳的尻子玉
68159639,人鱼龙的厚鳞
68159640,人鱼龙的重壳
68159641,人鱼龙的刚钩爪
68159642,人鱼龙的荒发鳍
68159643,人鱼龙的幻梦粉
68159644,冰人鱼龙的冻鳞
68159645,冰人鱼龙的冻壳
68159646,冰人鱼龙的冻爪
68159647,冰人鱼龙的发鳍
68159648,妃蜘蛛的艳绢丝
68159649,妃蜘蛛的重壳
68159650,妃蜘蛛的刚爪
68159651,妃蜘蛛的重钩棘
68159652,妃蜘蛛的绚灯腹
68159653,炽妃蜘蛛的艳绢丝
68159654,炽妃蜘蛛的重壳
68159655,炽妃蜘蛛的刚爪
68159656,炽妃蜘蛛的重钩棘
68159657,炽妃蜘蛛的炫灯腹
68159658,泥翁龙的厚鳞
68159659,泥翁龙的重壳
68159660,泥翁龙的刚爪
68159661,泥翁龙的豪毛鳍
68159662,泥翁龙的仙人须
68159663,泥翁龙的鞭尾
68159664,黄金色的纯粘泥土
68159665,泥翁龙的天鳞
68159666,熔翁龙的厚鳞
68159667,熔翁龙的重壳
68159668,熔翁龙的刚爪
68159669,熔翁龙的豪毛鳍
68159670,熔翁龙的刚韧须
68159671,熔翁龙的鞭尾
68159672,炽热的熔岩泥
68159673,熔翁龙的天鳞
68159674,风神龙的特等皮
68159675,风神龙的重壳
68159676,风神龙的刚角
68159677,风神龙的刚爪
68159678,风神龙的碧重棘
68159679,风神龙的暴风袋
68159680,风神的龙神玉
68159681,雪鬼兽的冻刚毛
68159682,雪鬼兽的特等皮
68159683,雪鬼兽的刚拳爪
68159684,雪鬼兽的重臂甲
68159685,雪鬼兽的刚角
68159686,寒冷的重冰块
68159687,大雪鬼胆
68159688,镰鼬龙王的厚毛
68159689,镰鼬龙王的厚皮
68159690,镰鼬龙王的砥刃尾
68159691,雷神龙的厚皮
68159693,雷神龙的刚爪
68159695,雷神龙的雷电袋
68159696,雷神龙的猛触手
68159698,渊源的厚岚鳞
68159699,渊源的刚岚角
68159700,渊源的天鳞
68159701,蛮颚龙的厚鳞
68159702,蛮颚龙的厚毛皮
68159703,蛮颚龙的重牙
68159704,蛮颚龙的重鼻骨
68159705,蛮颚龙的韧尾
68159706,蛮颚龙的天鳞
68159707,毒妖鸟的厚鳞
68159708,毒妖鸟的重壳
68159709,毒妖鸟的刚翼
68159710,毒妖鸟的特大喉袋
68159711,毒妖鸟的韧尾
68159712,搔鸟的厚鳞
68159713,搔鸟的厚皮
68159714,洞穿之巨大喙
68159715,搔鸟的特大饰羽
68159716,泥鱼龙的厚鳞
68159717,泥鱼龙的重壳
68159718,泥鱼龙的重牙
68159719,泥鱼龙的特等鳍
68159720,飞雷龙的厚鳞
68159721,飞雷龙的厚毛皮
68159722,飞雷龙的厚皮膜
68159723,飞雷龙的刚爪
68159724,飞雷龙的雷光针
68159725,爆鳞龙的重壳
68159726,爆鳞龙的爆腺束
68159727,爆鳞龙的刚翼
68159729,爆鳞龙的厚鳞
68159730,爆鳞龙的刚爪
68159731,爆鳞龙的重尾
68159732,红莲飘荡之银壳
68159733,烧灼天空之银翼
68159734,浓缩的爆腺液
68159735,爆鳞龙的天鳞
68159736,爵银龙的重壳
68159737,爵银龙的刚翼
68159738,爵银龙的重牙
68159739,爵银龙的三叉尾
68159740,吸食精气的啮生虫
68159741,爵银龙的红血玉
68159742,冰狼龙的重壳
68159743,冰狼龙的厚鳞
68159744,冰狼龙的秘冰玉
68159745,冰冻的狼重牙
68159746,冰狼龙的雹苍核
68159747,冰狼龙的刚朱爪
68159748,冰狼龙的韧尾壳
68159749,刚缠兽的重牙
68159751,刚缠兽的重壳
68159752,特浓体肥液
68159755,刚缠兽的重锄尾
68159756,冥渊龙的邪角
68159757,冥渊龙的昏钩尾
68159758,冥渊龙的背岩壳
68159759,地狱的龙鳞
68159761,冥渊龙的堕翼爪
68159762,冥渊龙的穿渊爪
68159763,地狱的龙神玉
68159764,棘龙的厚鳞
68159765,棘龙的重壳
68159766,棘龙的秘棘
68159767,棘龙的韧尾
68159768,棘龙的浓毒血
68159769,巨甲虫的斩羽
68159770,巨甲虫的重壳
68159771,巨甲虫的头
68159772,巨蜂的斩羽
68159773,巨蜂的重壳
68159774,蓝速龙的厚鳞
68159775,蓝速龙的厚皮
68159776,野猪的厚毛皮
68159777,雪鹿的重角
68159778,翼蛇龙的特等皮
68159779,条纹花样的特等皮
68159780,翼蛇龙的特等头
68159781,盾蟹的极小壳
68159782,镰蟹的极小壳
68159783,飞甲虫的斩羽
68159784,极品腹袋
68159785,咬鱼的厚皮
68159786,咬鱼的钢须
68159787,狗龙的厚鳞
68159788,狗龙的厚皮
68159789,水生兽的厚皮
68159790,丸鸟的特等羽毛
68159791,贼龙的厚鳞
68159792,冠突龙的重壳
68159793,狸兽的发火液
68159794,镰鼬龙的豪刚毛
68159795,臣蜘蛛的艳丝
68159796,卫蜘蛛的黑红丝
68159797,丽羊兽的毛球
68159798,狡狗龙的厚皮
68159799,狡狗龙的厚鳞
68159800,强龙骨
68159801,重龙骨
68159803,太古龙骨
68159804,厚重的骨
68159805,坚固的重骨
68159806,强韧的爪
68159807,厚重的牙
68159808,极品毛皮
68159809,怪物特浓体液
68159810,柔软的厚皮
68159811,肉球优待券
68159812,剧毒袋
68159813,浓缩麻痹袋
68159814,失神昏睡袋
68159815,业炎袋
68159816,雷电袋
68159817,瞬间冻结袋
68159818,特大水袋
68159819,古龙的净血
68159820,幻鸟龙玉
68159821,大龙玉
68159822,古龙的大宝玉
68159823,古老龙秘宝
68159824,雌火龙的贵重余料
68159826,火龙的贵重余料
68159828,珍珠色的贵重余料
68159829,岩龙的贵重余料
68159830,角龙的贵重余料
68159831,大名盾蟹的贵重余料
68159832,将军镰蟹的贵重余料
68159833,金狮子的贵重余料
68159834,钢龙的贵重余料
68159835,霞龙的贵重余料
68159836,炎王龙的贵重余料
68159837,轰龙的贵重余料
68159838,迅龙的贵重余料
68159839,冰牙龙的贵重余料
68159840,土砂龙的贵重余料
68159841,水兽的贵重余料
68159842,眠狗龙王的贵重余料
68159843,雷狼龙的贵重余料
68159844,毒狗龙王的贵重余料
68159845,青熊兽的贵重余料
68159846,白兔兽的贵重余料
68159847,赤甲兽的贵重余料
68159848,天廻龙的贵重余料
68159849,黑蚀龙的贵重余料
68159850,千刃龙的贵重余料
68159851,电龙的贵重余料
68159852,泡狐龙的贵重余料
68159853,天彗龙的红贵余料
68159854,怨虎龙的贵重余料
68159855,天狗兽的贵重余料
68159856,伞鸟的贵重余料
68159857,河童蛙的贵重余料
68159858,人鱼龙的贵重余料
68159859,妃蜘蛛的贵重余料
68159860,泥翁龙的贵重余料
68159861,风神龙的贵重余料
68159862,雪鬼兽的贵重余料
68159863,镰鼬龙王的贵重余料
68159864,雷神龙的贵重余料
68159865,蛮颚龙的贵重余料
68159866,毒妖鸟的贵重余料
68159867,搔鸟的贵重余料
68159868,泥鱼龙的贵重余料
68159869,飞雷龙的贵重余料
68159870,爆鳞龙的贵重余料
68159871,爵银龙的贵重余料
68159872,冰狼龙的贵重余料
68159873,刚缠兽的贵重余料
68159874,冥渊龙的贵重余料
68159875,棘龙的贵重余料
68159876,朴素的贵重余料
68159877,矿石的贵重余料
68159878,虫的贵重余料
68159879,毛皮的贵重余料
68159880,骨的贵重余料
68159883,草食龙的贵重余料
68159884,飞甲虫的贵重余料
68159887,狗龙的贵重余料
68159890,月光结晶
68159891,冰蓝色晶洞
68159892,七彩晶洞
68159893,琥珀色树脂
68159894,不死虫琥珀
68159895,远古器具
68159896,老旧器具
68159897,极品龙蛋 
68159898,特级菇
68159899,密林菇
68159900,密林蕨菜
68159901,极品蕨菜
68159902,珍珠蜗
68159903,黄金蜗
68159904,极品菇
68159905,冰瀑彩水晶
68159906,酷寒冻松果
68159907,皇帝仙人掌
68159908,悠久燃石炭
68159909,顶级龙蛋
68159910,巨型大王香花
68159911,特大冰结化石
68159912,草食龙的极品龙蛋
68159913,巨型铋结晶
68159914,妖辉石
68159915,纯水晶
68159916,寒霜金属
68159917,金光矿石
68159918,深红莲石
68159961,精气琥珀
68159962,精气琥珀・上
68159963,精气琥珀・尖
68160024,怪异化的骨
68160025,怪异化的皮
68160026,怪异化的龙骨
68160027,怪异化的血
68160028,怪异化的鳞
68160029,怪异化的甲壳
68160030,怪异化的牙
68160032,怪异化的爪
68160092,裂水之异国图纸
68160093,轻装之异国图纸
68160094,王道之异国图纸
68160095,宝石之异国图纸
68160096,水边之异国图纸
68160097,代价之异国图纸
68160098,结晶之异国图纸
68160099,魅惑之异国图纸
68160103,棘龙的刚角
68160104,棘龙的天鳞
68160105,熔岩兽的厚鳞
68160106,大兽玉
68160107,七色彩虹蘑菇
68160108,归星珍花
68160109,不祥的冥布
68160110,特大南瓜王
68160111,贵妇哥特水母
68160112,古眠贝
68160113,猛毒蜘蛛蝎
68160114,大锹凤王蝶
68160115,烂漫铃虫
68160116,变种扶桑花
68160117,大铠石鲷
68160118,阳春夜鲤
68160119,锁住的宝箱
68160120,黑蚀龙的韧尾
68160122,绯鸢石
68160123,云鸠石
68160124,终极结晶
68160125,碧蓝矿石
68160126,三色矿石
68160130,厚重龙骨
68160131,巨大龙骨
68160133,扭曲的重怪骨
68160134,结冻的重冰骨
68160135,埋藏的古龙骨骸
68160136,散发土香的重泥骨
68160137,焦黑的重烧骨
68160138,长满苔藓的重土骨
68160139,受损的重古骨
68160142,古老巨龙骨
68160143,狱炎酸浆
68160144,极品竹笋
68160145,大军舰牡蛎
68160146,古老金币
68160147,烈火草莓
68160148,宇宙蔷薇
68160149,五星猪笼草
68160150,新神圣独角仙
68160151,玉髓化的龙骨块
68160152,铋七彩石
68160153,猫毛大红玉
68160154,怪气神秘油
68160243,王国骑士团之证Ⅰ
68160244,王国骑士团之证Ⅲ
68160245,金刚原珠
68160246,明王原珠
68160247,怪异原珠
68160248,王铠玉
68160249,真铠玉
68160250,金火龙的厚鳞
68160251,金火龙的重壳
68160252,金火龙的秘棘
68160253,银火龙的厚鳞 
68160254,银火龙的重壳 
68160255,银火龙的刚翼
68160256,银火龙的韧尾
68160257,月迅龙的厚鳞
68160258,月迅龙的豪斑毛
68160259,月迅龙的重牙
68160260,月迅龙的重尾棘
68160261,月迅龙的透刃翼
68160262,胧月碎片
68160263,棘茶龙的厚鳞
68160264,棘茶龙的重壳
68160265,棘茶龙的秘棘
68160266,棘茶龙的浓强酸
68160267,棘茶龙的刚角
68160268,棘茶龙的天鳞
68160269,棘茶龙的韧尾
68160270,王国骑士团之证Ⅱ
68160271,爵银龙的厚鳞
68160272,爵银龙的刚角
68160278,俳句集《庵点》
68160279,炎火猫影拳腰带
68160280,茶点店标志包袱布
68160281,古代力士手印
68160282,名泉画・装饰绳
68160283,名泉画・发簪
68160284,名泉画・带扣
68160285,名泉画・罩袍
68160286,毛茸茸毛线球
68160287,航线图【复制】
68160288,极品贝鲁纳茄子
68160289,特产四件套
68160291,除厄菇
68160292,加工过的龙骨
68160293,大名盾蟹硬币
68160294,天狗兽硬币
68160295,刚缠兽硬币
68160296,冰狼龙硬币
68160297,	棘龙硬币
68160298,激昂硬币
68160299,激斗王硬币
68160300,英雄王硬币
68160301,刚缠兽的刚壁拳
68160302,刚缠兽的厚鳞
68160303,歼灭之啮生虫
68160304,红莲的贵重余料
68160305,嗟怨震天的贵重余料
68160306,白金蛋
68160307,埃尔迦德票券
68160308,怪异调查票券
68160309,霸王之证
68160310,装束票券G
68160311,丽羊兽的厚毛皮
68160312,岩龙的韧尾
68160313,草食种的大重骨
68160314,金火龙的厚翼膜
68160315,火龙的煌液
68160316,怪异化的凶鳞
68160317,怪异化的凶骨
68160318,怪异化的凶角
68160319,怪异化的凶壳
68160320,怪异化的凶爪
68160321,怪异化的凶牙
68160322,怪异化的凶翼膜
68160323,怪异化的凶血
68160324,怪异化的硬骨
68160325,怪异化的上等皮
68160326,怪异化的坚龙骨
68160327,怪异化的净血
68160328,怪异化的上等鳞
68160329,怪异化的坚壳
68160330,怪异化的锐牙
68160331,怪异化的尖爪
68160332,怪异化的上等凶鳞
68160333,怪异化的凶硬骨
68160334,怪异化的凶尖角
68160335,怪异化的凶坚壳
68160336,怪异化的凶尖爪
68160337,怪异化的凶锐牙
68160338,怪异化的凶翼
68160339,怪异化的凶净血
68160340,探究硬币
68160341,怪异化的重骨
68160342,怪异化的厚皮
68160343,怪异化的重龙骨
68160344,怪异化的净浓血
68160345,怪异化的厚鳞
68160346,怪异化的重壳
68160347,怪异化的重牙
68160348,怪异化的刚爪
68160349,怪异化的凶厚鳞
68160350,怪异化的凶重骨
68160351,怪异化的凶刚角
68160352,怪异化的凶重壳
68160353,怪异化的凶刚爪
68160354,怪异化的凶重牙
68160355,怪异化的凶刚翼
68160356,怪异化的凶浓血
68160357,精气琥珀・王
68160358,精气琥珀・真
68160359,蒸汽票券
68160360,太古碎片
68160361,封灭大祸之丝
68160362,小花花盆
68160363,怪盗的预告信
68160364,红晶票券
68160365,头巾票券
68160366,海洋票券
68160367,眼镜票券
68160368,黑翼耳票券
68160369,牙猎面具票券
68160370,软绒票券
68160371,兔耳票券
68160372,鲜血票券
68160381,霞龙的破怪玉
68160382,钢龙的破怪玉
68160383,炎王龙的破怪玉
68160384,天彗龙极的破怪玉
68160385,天廻龙的破怪玉
68160396,混沌的龙鳞
68160397,相克的变异角
68160398,裹卷二律的乱翼
68160399,背反的双逆鳞
68160400,混沌的贵重余料
68160401,破怪的龙骨
68160402,破怪的硬龙骨
68160403,破怪的重龙骨
68160404,破怪的龙血
68160405,破怪的净龙血
68160406,破怪的浓龙血
68160407,铁虫丝拘束弹
68160408,冰晶的厚龙鳞
68160409,冰呪龙的重壳
68160410,冰呪龙的刚爪
68160411,冰呪龙的冠角
68160412,冰呪龙的刚翼
68160413,冰呪龙的韧尾
68160414,冰呪龙的零玉
68160415,冰呪龙的贵重余料
68160419,岚龙的重壳
68160420,岚龙的厚飞膜
68160421,岚龙的刚角
68160422,岚龙的刚爪
68160423,岚龙的强尾
68160424,岚龙的重胸壳
68160425,岚鳔团
68160426,天空的龙神玉
68160427,岚龙的贵重余料
68160428,原初的宠鳞
68160429,爵银龙的无垢壳
68160430,爵银龙的丽牙
68160431,狂渊之啮生虫
68160432,贯穿时间的矛尾
68160433,爵银龙的银角
68160434,银光的盾翼
68160435,刻冥的龙血玉
68160436,原初形态的贵重余料
68160437,健美之证
68160438,健美之证G
68160439,暗转黑布
